Theme,Name,Gender,Usage,Meanings
"""royal""",SULTAN,m & f,"Arabic, Turkish, Urdu, Bengali, Avar","Means ""ruler, king, sultan"" in Arabic. In the Arab world this name is typically masculine, but Turkey it is given to both boys and girls."
"""royal""",SURESHA,m,Hinduism,"Means ""ruler of the gods"" from Sanskrit सुर (sura) meaning ""god"" and ईश (isha) meaning ""ruler, lord"". This is another name of the Hindu gods Indra, Shiva or Vishnu."
"""royal""",TAFARI,m,"Eastern African (Rare), Amharic (Rare)","Possibly means ""he who inspires awe"" in Amharic. This name was borne by Lij Tafari Makonnen (1892-1975), also known as Haile Selassie, the last emperor of Ethiopia. Rastafarians (Ras Tafari meaning ""king Tafari"") revere him as the earthly incarnation of God."
"""royal""",TAGUHI,f,Armenian,"Means ""queen"" in Armenian."
"""royal""",TAJ,m,Arabic,"Means ""crown"" in Arabic."
"""royal""",TAKEHIKO,m,Japanese,"From Japanese 武 (take) meaning ""military, martial"" or 竹 (take) meaning ""bamboo"" combined with 彦 (hiko) meaning ""boy, prince"". Other kanji combinations are also possible."
"""royal""",TALULLA,f,Irish,"From the Gaelic name Tuilelaith, which was derived from Irish tuile ""abundance"" and flaith ""princess""."
"""royal""",TARIEL,m,"Literature, Georgian","Created by the Georgian poet Shota Rustaveli for his 12th-century epic The Knight in the Panther's Skin. He may have based it on Persian تاجور (tajvar) meaning ""king"" or تار (tar) meaning ""dark, obscure"" combined with یل (yal) meaning ""hero"". In the poem Tariel, the titular knight who wears a panther skin, is an Indian prince who becomes a companion of Avtandil."
"""royal""",TEUTA,f,Albanian,"Possibly derived from an Illyrian word or title meaning ""queen"". This was the name of a 3rd-century BC Illyrian queen."
"""royal""",THEMA,f,"Western African, Akan","Means ""queen"" in Akan."
"""royal""",THEODORIC,m,History,"From a Germanic name meaning ""ruler of the people"", derived from the elements theud ""people"" and ric ""ruler"". It was notably borne by Theodoric the Great, a 6th-century king of the Ostrogoths who eventually became the ruler of Italy. By Theodoric's time the Ostrogoths were partially Romanized and his name was regularly recorded as Theodoricus. The Gothic original may have been Þiudreiks."
"""royal""",TORVALD,m,"Swedish, Norwegian, Danish","From the Old Norse name Þórvaldr, which meant ""Thor's ruler"" from the name of the Norse god Þórr (see THOR) combined with valdr ""ruler""."
"""royal""",TUATHAL,m,Irish (Rare),"Means ""ruler of the people"" in Irish Gaelic."
"""royal""",TUDOR (1),m,Welsh,"From the older Welsh name Tudur, possibly from the hypothetical Celtic name Toutorix meaning ""ruler of the people"" (cognate with THEODORIC). As a surname it was borne by five monarchs of England beginning with Henry VII in the 15th century."
"""royal""",UHTRIC,m,Anglo-Saxon (Hypothetical),"Derived from the Old English elements uhta ""pre-dawn"" and ric ""ruler, mighty""."
"""royal""",ULRIC,m,English (Rare),"Middle English form of the Old English name Wulfric meaning ""wolf ruler"". When it is used in modern times, it is usually as a variant of ULRICH."
"""royal""",ULRICH,m,"German, Ancient Germanic","From the Germanic name Odalric meaning ""prosperity and power"", from the element odal ""heritage"" combined with ric ""ruler, mighty"". It has long been confused with the Germanic name Hulderic. This was the name of two German saints. Another famous bearer was Ulrich Zwingli (1484-1531), also known as Huldrych, the leader of the Protestant Reformation in Switzerland."
"""royal""",VALDAS,m,Lithuanian,"Short form of VALDEMARAS and other Lithuanian names containing the Germanic/Baltic element wald ""rule""."
"""royal""",VALDIS,m,Latvian,"Short form of VOLDEMĀRS and other Latvian names containing the Germanic/Baltic element wald ""rule""."
"""royal""",VALÉRY,m,French,"Derived from the Germanic elements walha ""foreign"" and ric ""ruler, mighty"". It has been frequently confused with the name Valère."
"""royal""",VELDA,f,English,"Meaning unknown, possibly a derivative of the Germanic element wald meaning ""power, rule""."
"""royal""",VERCINGETORIX,m,Gaulish,"Means ""king over warriors"" from Gaulish ver ""on, over"" combined with cingeto ""marching men, warriors"" and rix ""king"". This name was borne by a chieftain of the Gaulish tribe the Arverni. He led the resistance against Julius Caesar's attempts to conquer Gaul, but he was eventually defeated, brought to Rome, and executed."
"""royal""",VISVALDIS,m,Latvian,"Latvian name derived from the Baltic elements vis ""all"" and vald ""rule"". It is thus a cognate of the Slavic VSEVOLOD."
"""royal""",VLAD,m,"Romanian, Russian, Medieval Slavic","Old short form of VLADISLAV and other Slavic names beginning with the element vladeti meaning ""rule"". Vlad Dracula, a 15th-century prince of Wallachia, was Bram Stoker's inspiration for the name of his vampire, Count Dracula."
"""royal""",VLADAN,m,"Serbian, Czech, Slovak","Short form of Slavic names beginning with the element vladeti meaning ""rule""."
"""royal""",VLADIMIR,m,"Russian, Serbian, Croatian, Bulgarian, Macedonian, Slovene, Medieval Slavic","Derived from the Slavic element vladeti ""rule"" combined with meru ""great, famous"". The second element has also been associated with miru meaning ""peace, world"". This was the name of an 11th-century grand prince of Kiev who is venerated as a saint because of his efforts to Christianize his realm (Kievan Rus). It was also borne by the founder of the former Soviet state, Vladimir Ilyich Lenin (1870-1924)."
"""royal""",VLADISLAV,m,"Russian, Czech, Slovak, Slovene, Bulgarian, Serbian, Croatian, Medieval Slavic","Derived from the Slavic elements vladeti ""rule"" and slava ""glory""."
"""royal""",VLADO,m,"Croatian, Serbian, Slovak, Slovene, Bulgarian, Macedonian","Short form of VLADIMIR and other Slavic names beginning with the element vladeti meaning ""rule""."
"""royal""",VLASTA,f,"Czech, Slovak, Croatian, Serbian","Short form of names beginning with the Slavic element vlasti ""rule, sovereignty"" (the descendant word vlast means ""homeland"" in modern Czech)."
"""royal""",VLASTIMIL,m,"Czech, Slovak","Derived from the Slavic elements vlasti ""rule, sovereignty"" and milu ""gracious, dear"". In modern Czech vlast means ""homeland"" (a descendant word of vlasti)."
"""royal""",VLASTIMIR,m,"Serbian, Macedonian, Medieval Slavic","Derived from the Slavic elements vlasti meaning ""rule, sovereignty"" and miru meaning ""peace, world""."
"""royal""",VLASTISLAV,m,"Czech, Medieval Slavic","Derived from the Slavic elements vlasti meaning ""rule, sovereignty"" and slava meaning ""glory"". In modern Czech vlast means ""homeland"" (a descendant word of vlasti)."
"""royal""",VSEVOLOD,m,"Russian, Ukrainian, Medieval Slavic","Derived from the Slavic elements visi ""all"" and vladeti ""rule"". This was the name of an 11th-century grand prince of Kiev."
"""royal""",WALBURGA,f,German,"Means ""ruler of the fortress"" from the Germanic elements wald ""power, leader, ruler"" and burg ""fortress"". This was the name of an 8th-century saint from England who did missionary work in Germany."
"""royal""",WALDEMAR,m,"German, Polish, Swedish, Norwegian, Danish","Germanic derivative of the Slavic name VLADIMIR (or perhaps a cognate composed of the Germanic elements wald ""rule"" and mari ""famous""). It was introduced into Scandinavia by the 12th-century Danish king Waldemar (or Valdemar) who was named after a royal ancestor of his Ukrainian mother."
"""royal""",WALDO,m,"English, Ancient Germanic","Originally a short form of Germanic names containing the element wald meaning ""rule"". In the Middle Ages this name became the basis for a surname. Its present use in the English-speaking world is usually in honour of Ralph Waldo Emerson (1803-1882), an American poet and author who wrote on transcendentalism. He was (probably) named after the 12th-century Christian radical Peter Waldo, who was from Lyons in France. Though Waldo and his followers, called the Waldensians, were declared heretics at the time, they were later admired by Protestants."
"""royal""",WALDOBERT,m,Ancient Germanic,"Germanic name composed of the elements wald ""rule"" and beraht ""bright"". This was the name of a 7th-century French saint (called Valbert or Gaubert in French)."
"""royal""",WALTER,m,"English, German, Swedish, Norwegian, Danish, Polish, Italian, Ancient Germanic","From a Germanic name meaning ""ruler of the army"", composed of the elements wald ""rule"" and hari ""army"". The Normans brought it to England, where it replaced the Old English cognate Wealdhere. A famous bearer of the name was the English courtier, poet and explorer Sir Walter Raleigh (1552-1618). It was also borne by Sir Walter Scott (1771-1832), a Scottish novelist who wrote Ivanhoe and other notable works."
"""royal""",WALTRAUD,f,German,"From the Germanic element wald ""power, ruler"" or walha ""foreign"" combined with thrud ""strength""."
"""royal""",WEALDMÆR,m,Anglo-Saxon,"Derived from the Old English elements weald ""power, leader, ruler"" and mær ""famous""."
"""royal""",WENCESLAUS,m,"Medieval Czech (Latinized), History","Medieval Latinized form of Veceslav (see VÁCLAV). The spelling may have been influenced by the Czech word věnec meaning ""wreath, crown""."
"""royal""",WIDALD,m,Ancient Germanic,"Germanic name composed of the elements witu ""wood"" and wald ""power, rule""."
"""royal""",WILLIRIC,m,Ancient Germanic,"Germanic name derived from the elements wil ""will, desire"" and ric ""ruler, mighty""."
"""royal""",WOB,m,"Frisian, Dutch","Frisian diminutive of Germanic names beginning with the element wald meaning ""rule""."
"""royal""",XERXES,m,History,"Greek form of the Persian name Khshayarsha, which meant ""ruler over heroes"". This was a 5th-century BC king of Persia, the son of Darius the Great. He attempted an invasion of Greece, which ended unsuccessfully at the battle of Salamis."
"""royal""",XOCHIPILLI,m,"Aztec and Toltec Mythology, Indigenous American, Nahuatl","Means ""flower prince"" in Nahuatl. He was the Aztec god of love, flowers, song and games, the twin brother of Xochiquetzal."
"""royal""",YIJUN,m & f,Chinese,"From Chinese 怡 (yí) meaning ""joy, harmony"" combined with 君 (jūn) meaning ""king, ruler"". This name can also be formed from other character combinations."
"""royal""",ZEBULUN,m,Biblical,"Possibly derived from Ugartic zbl meaning ""prince"". In the Old Testament Zebulun is the tenth son of Jacob (his sixth son by Leah) and the ancestor of one of the twelve tribes of Israel. Genesis 30:20 implies two different roots for the name: זָבַל (zaval) meaning ""to dwell"" and זֵבֵד (zeved) meaning ""gift, dowry"". These are probably only folk etymologies."
"""royal""",ZELIMKHAN,m,Chechen,"Combination of the name SALIM and the Turkic title khan meaning ""ruler, leader""."
"""royal""",ZOLTÁN,m,"Hungarian, Slovak","Possibly related to the Turkish title sultan meaning ""king, sultan"". This was the name of a 10th-century ruler of Hungary, also known as Zsolt."
"""religious""",ABDIEL,m,Biblical,"Means ""servant of God"" in Hebrew. In the Old Testament, this is the name of a member of the tribe of Gad. In John Milton's Paradise Lost (1667), this is the name of a seraph who withstands Satan when he urges the angels to revolt."
"""religious""",ABIEL,m,Biblical,"Means ""God is my father"" in Hebrew. This was the name of the grandfather of Saul in the Old Testament."
"""religious""",ABIJAH,m & f,Biblical,"Means ""my father is YAHWEH"" in Hebrew. In the Old Testament this is the name of several characters, both male and female, including the second king of Judah (also known as Abijam)."
"""religious""",ADEODATUS,m,Late Roman,"Latin name meaning ""given by God"". This was the name of a son of Saint Augustine and two popes (who are also known by the related name Deusdedit)."
"""religious""",ADONAI,m,Theology,"Means ""my lord"" in Hebrew. This was the title used to refer to the God of the Israelites, Yahweh, whose name was forbidden to be spoken."
"""religious""",ADONIJAH,m,Biblical,"Means ""my lord is YAHWEH"" in Hebrew. This is the name of one of King David's sons in the Old Testament. Though he was the eldest surviving son of David, he was passed over as heir to the throne in favour of Solomon."
"""religious""",ADONIRAM,m,"Biblical, Biblical Hebrew","Means ""my lord is exalted"" in Hebrew. In the Old Testament this is the name of an overseer of tribute under the kings David, Solomon and Rehoboam. He was stoned to death when the Israelites revolted."
"""religious""",ADONIS,m,Greek Mythology,"From Phoenician adon meaning ""lord"". In Greek myth Adonis was a handsome young shepherd killed while hunting a wild boar. The anemone flower is said to have sprung from his blood. Because he was loved by Aphrodite, Zeus allowed him to be restored to life for part of each year. The Greeks borrowed this character from Semitic traditions, originally Sumerian (see DUMUZI)."
"""religious""",ADRIEL,m,"Biblical, Biblical Hebrew","Means ""flock of God"" in Hebrew. In the Old Testament this is the name of a man who married Saul's daughter Merab."
"""religious""",AHURA MAZDA,m,Persian Mythology,"Means ""lord of wisdom"" in Avestan. In Persian mythology Ahura Mazda was the supreme creator, and the god of light, truth, and goodness."
"""religious""",AKACHI,m & f,"Western African, Igbo","Means ""the hand of God"" in Igbo."
"""religious""",AKUCHI,m & f,"Western African, Igbo","Means ""wealth from God"" in Igbo."
"""religious""",AMADEUS,m,Late Roman,"Means ""love of God"", derived from Latin amare ""to love"" and Deus ""God"". A famous bearer was the Austrian composer Wolfgang Amadeus Mozart (1756-1791), who was actually born Wolfgang Theophilus Mozart but preferred the Latin translation of his Greek middle name. This name was also assumed as a middle name by the German novelist E. T. A. Hoffmann (1776-1822), who took it in honour of Mozart."
"""religious""",AMARACHI,f,"Western African, Igbo","Means ""God's grace"" in Igbo."
"""religious""",AMARIAH,m,Biblical,"Means ""YAHWEH has said"" in Hebrew. This was the name of several Old Testament characters."
"""religious""",AMATOR,m,Late Roman,"Late Latin name meaning ""lover (of God)"". Saint Amator was a 5th-century bishop of Auxerre."
"""religious""",AMMIEL,m,"Biblical, Biblical Hebrew","Means ""God is my kinsman"" in Hebrew. This is the name of one of the spies sent out by Moses in the Old Testament."
"""religious""",ANAIAH,m,"Biblical, Biblical Hebrew","Means ""YAHWEH has answered"" in Hebrew. This is the name of a minor character in the Old Testament."
"""religious""",ANAXAGORAS,m,Ancient Greek,"Derived from Greek ἄναξ (anax) meaning ""master, lord"" and ἀγορά (agora) meaning ""assembly, marketplace"". This name was borne by a 5th-century BC Greek philosopher."
"""religious""",ANISH,m,"Indian, Hindi, Marathi","Means ""supreme, paramount, without a ruler"", from the Sanskrit negative prefix अ (a) and ईश (isha) meaning ""ruler, lord""."
"""religious""",ANSALDO,m,Italian,"Italian form of a Germanic name composed of the elements ans ""god"" and wald ""power, leader, ruler""."
"""religious""",ANSELM,m,"German, English (Rare), Ancient Germanic","Derived from the Germanic elements ans ""god"" and helm ""helmet, protection"". This name was brought to England in the late 11th century by Saint Anselm, who was born in northern Italy. He was archbishop of Canterbury and a Doctor of the Church."
"""religious""",ANSGAR,m,"German, Swedish, Norwegian, Danish, Ancient Germanic","Derived from the Germanic elements ans ""god"" and ger ""spear"". Saint Ansgar was a 9th-century missionary who tried to convert the Danes and Norwegians."
"""religious""",ANSO,m,Ancient Germanic,"Short form of Germanic names beginning with the element ans meaning ""god""."
"""religious""",ARABELLA,f,English,"Medieval Scottish name, probably a variant of ANNABEL. It has long been associated with Latin orabilis meaning ""invokable, yielding to prayer""."
"""religious""",ARELI,m,Biblical,"Means ""lion of God, hero"" in Hebrew. This was the name of a son of Gad in the Old Testament."
"""religious""",ARIEL,m & f,"Hebrew, English, French, Spanish, Biblical, Biblical Greek","Means ""lion of God"" in Hebrew, from אֲרִי ('ari) meaning ""lion"" and אֵל ('el) meaning ""God"". In the Old Testament it is used as another name for the city of Jerusalem. Shakespeare used it as the name of a spirit in his play The Tempest (1611), and one of the moons of Uranus bears this name in his honour. As an English name, it became more common for females in the 1980s, especially after it was used for the title character in the Disney film The Little Mermaid (1989)."
"""religious""",ÅSA,f,Swedish,"Short form of Old Norse feminine names beginning with the element áss ""god""."
"""religious""",ÁSBJǪRN,m,Ancient Scandinavian,"Old Norse name derived from the elements áss ""god"" and bjǫrn ""bear"". It is therefore a cognate of OSBORN."
"""religious""",ÁSDÍS,f,"Icelandic, Ancient Scandinavian","Derived from the Old Norse elements áss ""god"" and dís ""goddess""."
"""religious""",ASENATH,f,Biblical,"Means ""devoted to the goddess NEITH"" in Ancient Egyptian. In the Old Testament this is the name of Joseph's Egyptian wife. She was the mother of Manasseh and Ephraim."
"""religious""",ASGER,m,Danish,"From the Old Norse name Ásgeirr, derived from the elements áss meaning ""god"" and geirr meaning ""spear""."
"""religious""",ÅSHILD,f,Norwegian,"From the Old Norse name Áshildr, derived from the elements áss ""god"" and hildr ""battle""."
"""religious""",ASHISH,m,"Indian, Hindi, Marathi, Bengali, Gujarati, Tamil, Kannada, Malayalam, Nepali","From Sanskrit आशिष (ashisha) meaning ""prayer, blessing""."
"""religious""",ÁSKETILL,m,Ancient Scandinavian,"Derived from Old Norse áss ""god"" and ketill ""cauldron, helmet""."
"""religious""",ASLAUG,f,Norwegian,"Derived from the Old Norse elements áss meaning ""god"" and laug possibly meaning ""betrothed woman""."
"""religious""",ASSE,m,Frisian,"Originally a short form of Germanic names beginning with the element asc meaning ""ash tree"" or ans meaning ""god""."
"""religious""",ÁSTRÍÐR,f,Ancient Scandinavian,"Derived from the Old Norse elements áss ""god"" and fríðr ""beautiful, beloved""."
"""religious""",ATHALIAH,f & m,Biblical,"Possibly means ""YAHWEH is exalted"" in Hebrew. In the Old Testament this is both a feminine and masculine name. It was borne by the daughter of Ahab and Jezebel, who later came to rule Judah as a queen."
"""religious""",AZAREL,m,"Biblical, Biblical Hebrew","Means ""God has helped"" in Hebrew. This is the name of several minor Old Testament characters."
"""religious""",AZARIAH,m,Biblical,"Means ""YAHWEH has helped"" in Hebrew, derived from עָזַר ('azar) meaning ""help"" and יָה (yah) referring to the Hebrew God. This is the name of many Old Testament characters including of one of the three men the Babylonian king ordered cast into a fiery furnace. His Babylonian name was Abednego."
"""religious""",AZAZIAH,m,Biblical,"Means ""YAHWEH is strong"" in Hebrew. This is the name of three minor characters in the Old Testament."
"""religious""",AZRIEL,m,Biblical,"Means ""my help is God"", derived from Hebrew עָזַר ('azar) meaning ""help"" and אֵל ('el) meaning ""God"". This was the name of three minor characters in the Old Testament."
"""religious""",BA'AL,m,"Semitic Mythology, Biblical Hebrew","Hebrew form of Semitic ba'l meaning ""lord, master, possessor"". This was the title of various deities, often associated with storms and fertility, who were worshipped by the Canaanites, Phoenicians, and other peoples of the ancient Near East. It was particularly applied to the god Hadad."
"""religious""",BA'AL HAMMON,m,Semitic Mythology,"From Semitic ba'l meaning ""lord"" prefixing another word of uncertain meaning. This was the name of the supreme god worshipped in the Phoenician city of Carthage, alongside his consort Tanith."
"""religious""",BAGADATA,m,Ancient Persian,"Old Persian name derived from baga ""god"" and data ""given"". This was the name of a 3rd-century BC Persian satrap under the Seleucid Empire."
"""religious""",BALADEVA,m,Hinduism,"Means ""god of strength"" from Sanskrit बल (bala) meaning ""strength"" combined with देव (deva) meaning ""god"". Baladeva (also called Balarama) is the name of the older brother of the Hindu god Krishna."
"""religious""",BASAJAUN,m,Mythology,"Means ""lord of the woods"" from Basque baso ""woods"" and jaun ""lord"". This is the name of a character in Basque folklore, the Old Man of the Woods."
"""religious""",BATARI,f,Indonesian,"Means ""goddess"" in Indonesian."
"""religious""",BATEL,f,Hebrew,"Means ""daughter of God"" in Hebrew."
"""religious""",BEDE,m,History (Ecclesiastical),"Modern form of the Old English name Baeda, possibly related to Old English bed ""prayer"". Saint Bede, called the Venerable Bede, was an 8th-century historian, scholar and Doctor of the Church."
"""religious""",BEELZEBUB,m,"Biblical, Biblical Latin","From Hebrew בַּעַל זְבוּב (Ba'al Zevuv) meaning ""lord of flies"", possibly intended as a mocking alteration of בַּעַל זבל (Ba'al Zevul) meaning ""Ba'al of the exalted house"", one of the Canaanite names for their god BA'AL.... [more]"
"""religious""",BENAIAH,m,Biblical,"From the Hebrew name בְּנָיָהוּ (Benayahu) meaning ""YAHWEH has built"". This is the name of numerous Old Testament characters."
"""religious""",BETHEL,f,English,"From an Old Testament place name meaning ""house of God"" in Hebrew. This was a town north of Jerusalem, where Jacob saw his vision of the stairway. It is occasionally used as a given name."
"""religious""",BETHUEL,m,Biblical,"Possibly means ""God destroys"" in Hebrew. In the Old Testament this is the name of the father of Rebecca."
"""religious""",BITHIAH,f,Biblical,"Means ""daughter of YAHWEH"" in Hebrew, from the roots בַּת (bat) meaning ""daughter"" and יָה (yah) referring to the Hebrew God. In the Old Testament this is the name of a daughter of Pharaoh. She is traditionally equated with the pharaoh's daughter who drew Moses from the Nile."
"""religious""",BOGDAN,m,"Polish, Russian, Slovene, Bulgarian, Serbian, Croatian, Macedonian, Romanian, Medieval Slavic","Means ""given by God"" from the Slavic elements bogu ""god"" and dan ""given""."
"""religious""",BOGUMIŁ,m,Polish,"Means ""favoured by God"" from the Slavic elements bogu ""god"" and milu ""gracious, dear""."
"""religious""",BOGUSŁAW,m,Polish,"Means ""glory of God"" from the Slavic elements bogu ""god"" and slava ""glory"". This name was borne by several dukes of Pomerania, beginning in the 12th century."
"""religious""",BOHUMÍR,m,"Czech, Slovak","Derived from the Slavic element bogu ""god"" combined with meru ""great, famous"" or miru ""peace, world""."
"""religious""",BOŽICA,f,Croatian,"Diminutive of BOŽENA. It also means ""goddess"" in Croatian."
"""religious""",BYELOBOG,m,Slavic Mythology,"Means ""the white god"" from Slavic byelo ""white"" and bogu ""god"". This was the name of the Slavic god of the sun, happiness and fortune."
"""religious""",CAISHEN,m,Chinese Mythology,"Means ""god of wealth"", from Chinese 财 (cái) meaning ""wealth, riches"" and 神 (shén) meaning ""god"". This is the name of a Chinese god of wealth."
"""religious""",CASSIEL,m,Judeo-Christian Legend,"From Hebrew קַפצִיאֵל (Qaftzi'el), of uncertain meaning. Suggested meanings include ""speed of God"" or ""cover of God"". This is the name of an angel in medieval Jewish, Christian and Islamic mysticism."
"""religious""",CEALLACH,m,Irish,"Irish name of uncertain origin, traditionally said to mean ""bright-headed"". Alternatively it could be derived from Old Irish ceallach ""war, strife"" or ceall ""church""."
"""religious""",CHERNOBOG,m,Slavic Mythology,"Means ""the black god"" from Slavic cherno ""black"" and bogu ""god"". Chernobog was the Slavic god of darkness, evil and grief."
"""religious""",CHI (2),m & f,"Mythology, Western African, Igbo","Means ""god, spiritual being"" in Igbo, referring to the personal spiritual guardian that each person is believed to have. Christian Igbo people use it as a name for the personal Christian god. This can also be a short form of the many Igbo names that begin with this element."
"""religious""",CHIAMAKA,f,"Western African, Igbo","Means ""God is beautiful"" in Igbo."
"""religious""",CHIBUEZE,m & f,"Western African, Igbo","Means ""God is the king"" in Igbo."
"""religious""",CHIBUIKE,m & f,"Western African, Igbo","Means ""God is strength"" in Igbo."
"""religious""",CHIBUZO,m & f,"Western African, Igbo","Means ""God leads the way"" in Igbo."
"""religious""",CHICHI,f,"Western African, Igbo","Diminutive of Igbo names beginning with the element Chi meaning ""God""."
"""religious""",CHIDI,m & f,"Western African, Igbo","Means ""God exists"" in Igbo. It is also a short form of Igbo names beginning with Chidi."
"""religious""",CHIDIEBERE,m & f,"Western African, Igbo","Means ""God is merciful"" in Igbo."
"""religious""",CHIDIEBUBE,m & f,"Western African, Igbo","Means ""God is glorious"" in Igbo."
"""religious""",CHIDIEGWU,m & f,"Western African, Igbo","Means ""God is wonderful"" in Igbo."
"""religious""",CHIDIKE,m,"Western African, Igbo","Means ""God is strong"" in Igbo."
"""religious""",CHIDIMMA,f,"Western African, Igbo","Means ""God is good"" in Igbo."
"""religious""",CHIDUBEM,m,"Western African, Igbo","Means ""guided by God"" in Igbo."
"""religious""",CHIEMEKA,m,"Western African, Igbo","Means ""God has performed great deeds"" in Igbo."
"""religious""",CHIJINDUM,m & f,"Western African, Igbo","Means ""God holds my life"" in Igbo."
"""religious""",CHIKA (1),f,"Western African, Igbo","Means ""God is the greatest"" in Igbo."
"""religious""",CHIKE,m & f,"Western African, Igbo","Means ""God's power"" in Igbo."
"""religious""",CHIKERE,m & f,"Western African, Igbo","Means ""God created"" in Igbo."
"""religious""",CHIMA,m,"Western African, Igbo","Means ""God knows"" in Igbo."
"""religious""",CHINASA,f & m,"Western African, Igbo","Means ""God answers"" in Igbo."
"""religious""",CHINEDU,m & f,"Western African, Igbo","Means ""God leads"" in Igbo."
"""religious""",CHINONSO,m & f,"Western African, Igbo","Means ""God is nearby"" in Igbo."
"""religious""",CHINWE,m & f,"Western African, Igbo","Means ""God owns"" in Igbo. It is also a short form of Igbo names beginning with Chinwe."
"""religious""",CHINWEIKE,m & f,"Western African, Igbo","Means ""God owns power"" in Igbo."
"""religious""",CHINWENDU,m & f,"Western African, Igbo","Means ""God owns life"" in Igbo."
"""religious""",CHINWEUBA,m & f,"Western African, Igbo","Means ""God owns wealth"" in Igbo."
"""religious""",CHINYERE,f,"Western African, Igbo","Means ""God gave"" in Igbo."
"""religious""",CHIOMA,f & m,"Western African, Igbo","Means ""good God"" in Igbo."
"""religious""",CHIZOBA,m & f,"Western African, Igbo","Means ""God protect us"" in Igbo."
"""religious""",CHUKS,m,"Western African, Igbo","Diminutive of Igbo names beginning with the element Chukwu meaning ""God""."
"""religious""",CHUKWU,m,Mythology,"Means ""God is great"", derived from Igbo chi ""god, spiritual being"" and ukwu ""great"". In Igbo mythology Chukwu is the supreme god who created the universe. Christian Igbo people use this name for the Christian god."
"""religious""",CHUKWUDI,m,"Western African, Igbo","Means ""God exists"" in Igbo, a variant of CHIDI using Chukwu as the first element, which is the extended form of Chi meaning ""God""."
"""religious""",CHUKWUEMEKA,m,"Western African, Igbo","Means ""God has performed great deeds"" in Igbo."
"""religious""",CHUKWUMA,m,"Western African, Igbo","Means ""God knows"" in Igbo, a variant of CHIMA using Chukwu as the first element, which is the extended form of Chi meaning ""God""."
"""religious""",CILLIAN,m,Irish,"Probably from Gaelic ceall meaning ""church"" combined with a diminutive suffix. This was the name of a 7th-century Irish saint who evangelized in Franconia. He was martyred in Würzburg."
"""religious""",CONLAOCH,m,Irish Mythology,"Possibly derived from Irish conn ""chief"" and flaith ""lord"". This was the name of several characters in Irish legend including a son of Cúchulainn who was accidentally killed by his father."
"""religious""",CYRIACUS,m,Late Roman,"Latinized form of the Greek name Κυριακός (Kyriakos), which meant ""of the lord"" (derived from Greek κύριος (kyrios) meaning ""lord""). This was the name of a few early saints."
"""religious""",CYRIL,m,"English, French, Czech, Slovak","From the Greek name Κύριλλος (Kyrillos), which was derived from Greek κύριος (kyrios) meaning ""lord"", a word used frequently in the Greek Bible to refer to God or Jesus.... [more]"
"""religious""",CYRUS,m,"English, Biblical, Biblical Latin, Ancient Greek (Latinized)","From Κῦρος (Kyros), the Greek form of the Persian name Kūrush, which may mean ""far sighted"" or ""young"". The name is sometimes associated with Greek κύριος (kyrios) meaning ""lord"". It was borne by several kings of Persia, including Cyrus the Great, who conquered Babylon. He is famous in the Old Testament for freeing the captive Jews and allowing them to return to Israel. As an English name, it first came into use among the Puritans after the Protestant Reformation."
"""religious""",DAGDA,m,Irish Mythology,"Means ""good god"" in Celtic. In Irish myth Dagda (called also The Dagda) was the powerful god of the earth, knowledge, magic, abundance and treaties, a leader of the Tuatha De Danann. He was skilled in combat and healing and possessed a huge club, the handle of which could revive the dead."
"""religious""",DANIEL,m,"English, Hebrew, French, German, Swedish, Norwegian, Danish, Polish, Czech, Slovak, Spanish, Portuguese, Romanian, Slovene, Bulgarian, Macedonian, Croatian, Armenian, Georgian, Biblical, Biblical Greek","From the Hebrew name דָּנִיֵּאל (Daniyyel) meaning ""God is my judge"", from the roots דִּין (din) meaning ""to judge"" and אֵל ('el) meaning ""God"". Daniel was a Hebrew prophet whose story is told in the Book of Daniel in the Old Testament. He lived during the Jewish captivity in Babylon, where he served in the court of the king, rising to prominence by interpreting the king's dreams. The book also presents Daniel's four visions of the end of the world.... [more]"
"""religious""",DANYA (1),f,Hebrew,"Feminine form of DAN (1). It can also be considered a compound meaning ""judgement from God"", using the element יָה (yah) referring to the Hebrew God."
"""religious""",DAZHDBOG,m,Slavic Mythology,"Possibly means ""the giving god"" in Slavic. He was a Slavic god of the sun and light, a son of Svarog. In some myths he is the ancestor of the Russian people."
"""religious""",DEJAN,m,"Serbian, Croatian, Slovene, Macedonian","Possibly derived from the South Slavic word dejati meaning ""to act, to do"". Otherwise it may be related to Latin deus ""god""."
"""religious""",DELAIAH,m,Biblical,"Means ""YAHWEH has drawn up"" in Hebrew. This is the name of several Old Testament characters."
"""religious""",DEUSDEDIT,m,Late Roman,"Latin name meaning ""God has given"". This was the name of two popes (who are also known by the related name Adeodatus)."
"""religious""",DEV,m,"Indian, Hindi, Marathi","Derived from Sanskrit देव (deva) meaning ""god""."
"""religious""",DEVADAS,m,"Indian, Hindi","Means ""servant of the gods"" from Sanskrit देव (deva) meaning ""god"" and दास (dasa) meaning ""servant""."
"""religious""",DEVARAJA,m,Hinduism,"Means ""king of gods"" from Sanskrit देव (deva) meaning ""god"" and राज (raja) meaning ""king"". This is another name of the Hindu god Indra."
